R	7.491955e+01	3.355868e-01	2.202921e+00	1477010471349642	7.073845e+01	2.481366e+01	2.223466e+00	2.653951e-01
R	7.724250e+01	3.300601e-01	2.095280e+00	1477010472349642	7.296749e+01	2.502499e+01	2.135839e+00	1.502921e-01
R	7.907670e+01	3.235040e-01	2.015980e+00	1477010473349642	7.510617e+01	2.512237e+01	2.041141e+00	4.236258e-02
R	8.117997e+01	3.168645e-01	1.610124e+00	1477010474349642	7.714752e+01	2.511374e+01	1.940798e+00	-5.669785e-02
R	8.301602e+01	3.055133e-01	1.740946e+00	1477010475349642	7.908610e+01	2.500864e+01	1.836491e+00	-1.456073e-01
R	8.486818e+01	2.974122e-01	1.480564e+00	1477010476349642	8.091825e+01	2.481776e+01	1.730078e+00	-2.235364e-01
R	8.615829e+01	2.921110e-01	1.429528e+00	1477010477349642	8.264225e+01	2.455250e+01	1.623498e+00	-2.901201e-01
R	8.773126e+01	2.810227e-01	1.497477e+00	1477010478349642	8.425837e+01	2.422449e+01	1.518687e+00	-3.454441e-01
R	8.919568e+01	2.695749e-01	1.285113e+00	1477010479349642	8.576880e+01	2.384512e+01	1.417490e+00	-3.900057e-01
R	9.071713e+01	2.621807e-01	1.125894e+00	1477010480349642	8.717760e+01	2.342518e+01	1.321593e+00	-4.246540e-01
R	9.134890e+01	2.539530e-01	1.140412e+00	1477010481349642	8.849045e+01	2.297451e+01	1.232475e+00	-4.505145e-01
R	9.255422e+01	2.453672e-01	8.351101e-01	1477010482349642	8.971448e+01	2.250173e+01	1.151377e+00	-4.689038e-01
R	9.349083e+01	2.386165e-01	1.002329e+00	1477010483349642	9.085799e+01	2.201409e+01	1.079294e+00	-4.812415e-01
R	9.453330e+01	2.297548e-01	8.770099e-01	1477010484349642	9.193022e+01	2.151741e+01	1.016984e+00	-4.889635e-01
R	9.566793e+01	2.220744e-01	8.834777e-01	1477010485349642	9.294111e+01	2.101603e+01	9.649925e-01	-4.934427e-01
R	9.595920e+01	2.153676e-01	8.327357e-01	1477010486349642	9.390109e+01	2.051295e+01	9.236899e-01	-4.959185e-01
R	9.656365e+01	2.074150e-01	6.844031e-01	1477010487349642	9.482094e+01	2.000996e+01	8.933078e-01	-4.974393e-01
R	9.759407e+01	2.020017e-01	7.770975e-01	1477010488349642	9.571161e+01	1.950782e+01	8.739797e-01	-4.988160e-01
R	9.838528e+01	1.929804e-01	7.375068e-01	1477010489349642	9.658418e+01	1.900655e+01	8.657734e-01	-5.005895e-01
R	9.921197e+01	1.842182e-01	8.430504e-01	1477010490349642	9.744996e+01	1.850597e+01	8.687159e-01	-5.030091e-01
R	1.000768e+02	1.824270e-01	7.431117e-01	1477010491349642	9.831977e+01	1.800486e+01	8.828045e-01	-5.060226e-01
R	1.004778e+02	1.729878e-01	9.239015e-01	1477010492349642	9.920492e+01	1.750296e+01	9.080060e-01	-5.092777e-01
R	1.018611e+02	1.672018e-01	8.250369e-01	1477010493349642	1.001165e+02	1.700014e+01	9.442419e-01	-5.121341e-01
R	1.024956e+02	1.610466e-01	8.779700e-01	1477010494349642	1.010655e+02	1.649696e+01	9.913622e-01	-5.136871e-01
R	1.033017e+02	1.539040e-01	9.479811e-01	1477010495349642	1.020628e+02	1.599493e+01	1.049110e+00	-5.128034e-01
R	1.038820e+02	1.460638e-01	1.026220e+00	1477010496349642	1.031189e+02	1.549673e+01	1.117082e+00	-5.081689e-01
R	1.049482e+02	1.411149e-01	1.161765e+00	1477010497349642	1.042439e+02	1.500637e+01	1.194686e+00	-4.983491e-01
R	1.062427e+02	1.321827e-01	1.155763e+00	1477010498349642	1.054471e+02	1.452929e+01	1.281109e+00	-4.818613e-01
R	1.073871e+02	1.329968e-01	1.377422e+00	1477010499349642	1.067373e+02	1.407238e+01	1.375293e+00	-4.572554e-01
R	1.089939e+02	1.258840e-01	1.488510e+00	1477010500349642	1.081217e+02	1.364396e+01	1.475922e+00	-4.232023e-01
R	1.101759e+02	1.196914e-01	1.444469e+00	1477010501349642	1.096065e+02	1.325356e+01	1.581440e+00	-3.785832e-01
R	1.121764e+02	1.157520e-01	1.628898e+00	1477010502349642	1.111961e+02	1.291178e+01	1.690076e+00	-3.225744e-01
R	1.135236e+02	1.132060e-01	1.753766e+00	1477010503349642	1.128933e+02	1.262989e+01	1.799903e+00	-2.547234e-01
R	1.155748e+02	1.067891e-01	1.804447e+00	1477010504349642	1.146988e+02	1.241950e+01	1.908905e+00	-1.750069e-01
R	1.174924e+02	1.028766e-01	2.104336e+00	1477010505349642	1.166112e+02	1.229211e+01	2.015069e+00	-8.386825e-02
R	1.194957e+02	1.040097e-01	2.118656e+00	1477010506349642	1.186276e+02	1.225864e+01	2.116475e+00	1.777120e-02
R	1.215471e+02	1.004631e-01	2.152026e+00	1477010507349642	1.207427e+02	1.232894e+01	2.211388e+00	1.285280e-01
R	1.238025e+02	1.033269e-01	2.308969e+00	1477010508349642	1.229501e+02	1.251140e+01	2.298350e+00	2.465990e-01
R	1.260477e+02	1.032906e-01	2.561986e+00	1477010509349642	1.252417e+02	1.281250e+01	2.376243e+00	3.698274e-01
R	1.281830e+02	1.027923e-01	2.533509e+00	1477010510349642	1.276087e+02	1.323651e+01	2.444340e+00	4.957869e-01
R	1.310610e+02	1.053446e-01	2.395812e+00	1477010511349642	1.300415e+02	1.378526e+01	2.502323e+00	6.218785e-01
R	1.332209e+02	1.078673e-01	2.602114e+00	1477010512349642	1.325304e+02	1.445798e+01	2.550277e+00	7.454300e-01
R	1.359193e+02	1.080497e-01	2.575841e+00	1477010513349642	1.350660e+02	1.525130e+01	2.588654e+00	8.637952e-01
R	1.386403e+02	1.194011e-01	2.882208e+00	1477010514349642	1.376394e+02	1.615922e+01	2.618214e+00	9.744419e-01
R	1.413966e+02	1.243534e-01	2.863862e+00	1477010515349642	1.402424e+02	1.717333e+01	2.639944e+00	1.075029e+00
R	1.437753e+02	1.265470e-01	2.833240e+00	1477010516349642	1.428679e+02	1.828295e+01	2.654969e+00	1.163464e+00
R	1.470716e+02	1.321468e-01	2.905169e+00	1477010517349642	1.455099e+02	1.947543e+01	2.664454e+00	1.237952e+00
R	1.496186e+02	1.404008e-01	2.754945e+00	1477010518349642	1.481635e+02	2.073641e+01	2.669511e+00	1.297019e+00
R	1.522205e+02	1.438054e-01	2.969367e+00	1477010519349642	1.508248e+02	2.205016e+01	2.671106e+00	1.339530e+00
R	1.551664e+02	1.481995e-01	2.797327e+00	1477010520349642	1.534907e+02	2.339992e+01	2.669994e+00	1.364696e+00
R	1.580103e+02	1.593196e-01	2.643090e+00	1477010521349642	1.561589e+02	2.476822e+01	2.666656e+00	1.372076e+00
R	1.611563e+02	1.632386e-01	3.010232e+00	1477010522349642	1.588271e+02	2.613723e+01	2.661274e+00	1.361574e+00
R	1.639112e+02	1.707092e-01	2.719047e+00	1477010523349642	1.614933e+02	2.748911e+01	2.653713e+00	1.333437e+00
R	1.667132e+02	1.767602e-01	2.800348e+00	1477010524349642	1.641551e+02	2.880636e+01	2.643541e+00	1.288250e+00
R	1.693747e+02	1.763346e-01	2.783027e+00	1477010525349642	1.668094e+02	3.007213e+01	2.630062e+00	1.226937e+00
R	1.721064e+02	1.793748e-01	2.783685e+00	1477010526349642	1.694525e+02	3.127061e+01	2.612376e+00	1.150751e+00
R	1.752070e+02	1.875434e-01	2.809252e+00	1477010527349642	1.720795e+02	3.238732e+01	2.589450e+00	1.061263e+00
R	1.777403e+02	1.919932e-01	2.623035e+00	1477010528349642	1.746846e+02	3.340945e+01	2.560210e+00	9.603409e-01
R	1.804147e+02	1.887235e-01	2.511529e+00	1477010529349642	1.772606e+02	3.432617e+01	2.523629e+00	8.501189e-01
R	1.830143e+02	1.950816e-01	2.477528e+00	1477010530349642	1.797995e+02	3.512887e+01	2.478827e+00	7.329486e-01
R	1.856231e+02	1.966203e-01	2.441744e+00	1477010531349642	1.822925e+02	3.581136e+01	2.425154e+00	6.113383e-01
R	1.883345e+02	1.931176e-01	2.201386e+00	1477010532349642	1.847302e+02	3.637004e+01	2.362264e+00	4.878767e-01
R	1.909034e+02	1.947161e-01	2.410297e+00	1477010533349642	1.871027e+02	3.680395e+01	2.290172e+00	3.651451e-01
R	1.933027e+02	1.923400e-01	2.217294e+00	1477010534349642	1.894007e+02	3.711471e+01	2.209278e+00	2.456228e-01
R	1.952425e+02	1.912593e-01	2.103453e+00	1477010535349642	1.916151e+02	3.730640e+01	2.120375e+00	1.315915e-01
R	1.971401e+02	1.909903e-01	1.968279e+00	1477010536349642	1.937378e+02	3.738535e+01	2.024621e+00	2.504525e-02
R	1.990686e+02	1.894537e-01	1.776298e+00	1477010537349642	1.957622e+02	3.735980e+01	1.923487e+00	-7.238600e-02
R	2.010726e+02	1.866010e-01	1.872312e+00	1477010538349642	1.976831e+02	3.723950e+01	1.818693e+00	-1.594945e-01
R	2.028256e+02	1.852191e-01	1.586984e+00	1477010539349642	1.994972e+02	3.703531e+01	1.712115e+00	-2.355288e-01
R	2.043960e+02	1.843601e-01	1.497659e+00	1477010540349642	2.012029e+02	3.675869e+01	1.605699e+00	-3.002014e-01
R	2.060446e+02	1.817587e-01	1.261351e+00	1477010541349642	2.028011e+02	3.642125e+01	1.501370e+00	-3.536706e-01
R	2.070150e+02	1.762321e-01	1.441483e+00	1477010542349642	2.042941e+02	3.603433e+01	1.400951e+00	-3.964974e-01
